"address";"degree_total";"degree_new";"samporder"
"http://www.tudogostoso.com.br";70;70;1
"/login";0;0;2
"https://versy.com/feed/user:60d9a357-8ce0-4942-8e2a-c799d3fe81ef/tudo-gostoso";0;0;3
"http://www.tudogostoso.com.br";70;70;1
"mailto:anuncie@tudogostoso.com.br";0;0;2
"http://www.purebreak.com.br/";209;208;3
"/serie/letra/D/1";0;0;4
"http://www.purebreak.com.br/serie/the-big-bang-theory_e104526";44;31;5
"/categorias/peixes-e-frutos-do-mar.php";0;0;6
"/noticias/bruna-marquezine-reclama-de-vida-amorosa-em-entrevista-ta-bem-dificil/37863";0;0;7
"/serie/letra/V/1";0;0;8
"http://instagram.com/purebreakbrasil";0;0;9
"/famosos/luan-santana_e533272";0;0;10
"/tag/estudos_t381/1";0;0;11
"/famosos/letra/R/1";0;0;12
"/tag/trending-topics_t132/1";0;0;13
"http://www.pureviagem.com.br";91;84;14
"/famosos/letra/G/1";0;0;15
"/destinos/rio-de-janeiro_e543863";0;0;16
"/";0;0;17
"/famosos/letra/D/1";0;0;18
"/serie/the-walking-dead_e436496";0;0;19
"/categorias/lanches.php";0;0;20
"http://www.purebreak.com.br/famosos/anitta_e538674";69;55;21
"http://www.purebreak.com.br/serie/the-originals_e535790";44;30;22
"http://www.pureviagem.com.br/destinos/bogota_e543244";36;14;23
"/serie/letra/L/1";0;0;24
"/reality";0;0;25
"/arquivo/noticia/2014";0;0;26
"/meu-livro/";0;0;27
"/midia/anitta-diz-que-mira-em-carreira-internac-199863.html";0;0;28
"/noticia/8-passeios-de-helicoptero-perfeitos-para-quem-tem-coragem-e-grana_a23421/1";0;0;29
"/tag/buzz_t372/1";0;0;30
"http://www.cybercook.com.br";135;135;1
"https://www.facebook.com/cybercookoficial";0;0;2
"/bolo-de-cenoura-liquidificador-r-12-13975.html";0;0;3
"http://www.cybercook.com.br/receita-de-lasanha-de-berinjela-r-2-14161.html";50;18;4
"/batata-recheada-r-2-5261.html";0;0;5
"/bolinho-de-chuva-r-7-1525.html";0;0;6
"/cobertura-de-chocolate-para-bolo-r-7-14078.html";0;0;7
"/yakisoba-r-5-4155.html";0;0;8
"/bolo-de-chocolate-r-12-1603.html";0;0;9
"http://www.cybercook.com.br/receitas/molho-pronto";116;19;10
"/massa-de-panqueca-r-5-16560.html";0;0;11
"http://www.cybercook.com.br/receita-de-hot-dog-de-forno-r-13-93377.html";43;13;12
"http://www.cybercook.com.br/receitas/aves";116;20;13
"http://www.cybercook.com.br/receitas/sanduiches";121;25;14
"http://www.cybercook.com.br/ranking.php";132;38;15
"http://www.cybercook.com.br/fale-conosco.php";92;0;16
"/bolo-de-aniversario-r-12-16426.html";0;0;17
"http://www.cybercook.com.br/receita-de-bolo-de-chocolate-molhadinho-r-12-12969.html";52;17;18
"http://www.cybercook.com.br/receitas/molhos";120;24;19
"http://www.cybercook.com.br/receita-de-salada-de-berinjela-r-1-14757.html";47;14;20
"http://www.cybercook.com.br/receitas/coreana";102;6;21
"/receitas/molhos-escuros";0;0;22
"http://www.cybercook.com.br/receitas/cupcake";119;23;23
"http://www.cybercook.com.br/receitas/carne-moida";116;18;24
"http://www.cybercook.com.br/receitas/inglesa";116;20;25
"http://www.cybercook.com.br/";135;0;26
"http://www.cybercook.com.br/as-sobremesas-mais-incriveis-com-churros-m-310-2093.html";29;4;27
"/receitas/bolos-com-recheio-ou-cobertura";0;0;28
"http://www.cybercook.com.br/receitas/baixo-colesterol";116;20;29
"bolos-de-casamento-inspirados-na-disney-m-310-2083.html";0;0;30
"http://www.cybercook.com.br/receita-de-brigadeiro-de-churros-r-7-118473.html";42;11;31
"http://www.cybercook.com.br/receita-de-beijinho-de-microondas-r-7-1423.html";48;8;32
"http://www.cybercook.com.br/receita-de-abobrinhas-recheadas-com-carne-moida-r-3-12564.html";49;7;33
"http://www.cybercook.com.br/receitas/americana";116;18;34
"http://www.cybercook.com.br/receita-de-estrogonofe-de-carne-moida-r-3-11348.html";44;3;35
"http://www.cybercook.com.br/receita-de-molho-de-gorgonzola-r-10-22.html";44;8;36
"/omelete-r-16-11783.html";0;0;37
"http://www.cybercook.com.br/receitas/farinha-de-trigo";116;20;38
"receitas/carne";0;0;39
"http://www.cybercook.com.br/receita-de-berinjela-a-parmegiana-r-2-64615.html";39;3;40
"http://www.cybercook.com.br/receitas/canela";116;18;41
"http://www.cybercook.com.br/receita-de-cupcake-de-maracuja-r-12-16928.html";39;4;42
"/torta-de-frango-r-13-13972.html";0;0;43
"http://www.cybercook.com.br/receitas/miolos-fritos";116;20;44
"http://www.cybercook.com.br/receita-de-milk-shake-r-9-2558.html";47;9;45
"http://www.cybercook.com.br/receita-de-muffin-de-banana-e-aveia-r-12-1512.html";53;9;46
"http://www.cybercook.com.br/receita-de-sanduiche-quente-r-13-109248.html";42;6;47
"http://www.cybercook.com.br/receitas/doceria";116;12;48
"http://www.cybercook.com.br/receita-de-manjar-branco-r-7-2982.html";49;8;49
"http://www.cybercook.com.br/temaki-r-6-4139.html";49;14;50
"torta-de-limao-r-7-1793.html";0;0;51
"/bolo-de-fuba-r-12-1677.html";0;0;52
"http://www.cybercook.com.br/receita-de-torta-de-maca-r-7-11271.html";55;8;53
"http://www.cybercook.com.br/receita-de-chimichangas-do-deadpool-r-3-119851.html";46;7;54
